"id";"Grischun_Display";"Grischun_Search";"Sursilvan_Display";"Sursilvan_Search";"Sutsilvan_Display";"Sutsilvan_Search";"Surmiran_Display";"Surmiran_Search";"Puter_Display";"Puter_Search";"Vallader_Display";"Vallader_Search";"German_Display";"German_Search";"French_Display";"French_Search";"Italian_Display";"Italian_Search";"English_Display";"English_Search";"Conjugation";"Lexical_Class_D";"Lexical_Class_R";"Source_Table_Name";"Source_Table_Row_ID"
4506;"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"ziemlich, gar, sogar, allenfalls, recht ordentlich";"ziemlich, gar, sogar, allenfalls, recht ordentlich";"une sorte de";"une sorte de";"magari";"magari";"sort of?, kind of?, (""kinda?"")";"";"";"Adverb";"adverb";"meinpledari";3494
4507;"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"etwa";"etwa";"assez, plus ou moins, en tous les cas";"assez, plus ou moins, en tous les cas";"magari";"magari";"fairly, rather, quite";"rather";"";"Adverb";"adverb";"meinpledari";3493
4508;"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"ziemlich, gar, sogar, allenfalls, recht ordentlich";"ziemlich, gar, sogar, allenfalls, recht ordentlich";"assez, plus ou moins, en tous les cas";"assez, plus ou moins, en tous les cas";"magari";"magari";"fairly, rather, quite";"rather";"";"Adverb";"adverb";"meinpledari";3494
4509;"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"etwa";"etwa";"une sorte de";"une sorte de";"magari";"magari";"fairly, rather, quite";"rather";"";"Adverb";"adverb";"meinpledari";3493
4510;"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"magari";"ziemlich, gar, sogar, allenfalls, recht ordentlich";"ziemlich, gar, sogar, allenfalls, recht ordentlich";"une sorte de";"une sorte de";"magari";"magari";"fairly, rather, quite";"rather";"";"Adverb";"adverb";"meinpledari";3494
4511;"";"";"";"";"";"";"mecta";"mecta";"";"";"";"";"ziemlich, gar, sogar, allenfalls, recht ordentlich";"ziemlich, gar, sogar, allenfalls, recht ordentlich";"assez, passablement";"assez, passablement";"";"";"fairly, rather, quite";"rather";"";"Adverb";"adverb";"meinpledari";3495
4512;"magher
(f: magra)";"magher, magra";"magher (f: magra)";"magher, magra";"maigher, megher (f: maigra, megra)";"maigher, megher, maigra, megra";"maier (f: maira)";"maier, maira";"meger (f: megra)";"meger, megra";"majer (f: maigra)";"majer, maigra";"magher, dünn";"magher, dünn";"maigre";"maigre";"magro";"magro";"lean";"lean";"";"Adjektiv";"adjectiv";"meinpledari";3496
4513;"magi";"magi";"magi";"magi";"magi, striùn";"magi, striùn";"magi";"magi";"magi";"magi";"magi";"magi";"Magier";"magier";"magicien, mage";"magicien, mage";"mago";"mago";"magician";"magician";"";"Nomen";"num masculin";"meinpledari";3497
4514;"magia";"magia";"magia";"magia";"magia";"magia";"magia";"magia";"magia";"magia";"magia";"magia";"Magie, Zauberiei";"magie, zauberiei";"magie";"magie";"magia";"magia";"magic";"magic";"";"Nomen (f)";"num feminin";"meinpledari";3498
4515;"magiel";"magiel, glas";"migiel (pl: migeuls)";"migiel, migeuls";"migiel, magiel";"migiel, magiel";"magiol";"magiol";"magöl";"magöl";"magöl";"magöl";"Glas / Trinkglas";"glas, trinkglas";"verre";"verre";"bicchiere";"bicchiere";"glass, drinking glass";"drinking glass";"";"Nomen (n)";"num masculin";"meinpledari";3499
4516;"magliadrun, engurd";"magliadrun, engurd";"magliadrun, enguord";"magliadrun, enguord";"angurd";"angurd";"angurd, gulard, magliadrung";"angurd, gulard, magliadrung";"gulus, inguord";"gulus, inguord";"magliadrun";"magliadrun";"gefrässig";"gefrässig";"ogre, glouton
(f: gloutonne)";"ogre, glouton, gloutonne";"ingordo";"ingordo";"greedy, gluttonous, voracious";"greedy, gluttonous, voracious";"";"Adjektiv";"adjectiv";"meinpledari";3500
4517;"magliar";"magliar";"magliar";"magliar";"magliear";"magliear, magliagn";"magler";"magler";"maglier";"maglier";"magliar";"magliar";"fressen";"fressen";"manger";"manger";"mangiare";"mangiare";"eat";"eat, ate, eaten";"";"Verb";"verb";"meinpledari";3501
4518;"dar da magliar";"dar da magliar";"dar da magliar";"dar da magliar";"dar da maglier";"dar da maglier";"dar da magler";"dar da magler";"der da maglier, pavler";"der da maglier, pavler";"dar da magliar";"dar da magliar";"füttern";"füttern";"donner à manger";"donner à manger";"foraggiare";"foraggiare";"feed";"feed";"";"Verb";"verb";"meinpledari";3502
4519;"magugl";"magugl";"maguol";"maguol";"magugl";"magugl";"mavogl";"mavogl";"miguogl";"miguogl";"mizguogl";"mizguogl";"Knochenmark";"knochenmark";"moëlle";"moëlle";"midollo";"midollo";"bone marrow";"bone marrow";"";"Nomen";"num masculin";"meinpledari";3503
4520;"mai";"mai";"mai";"mai";"mena, mai";"mena, mai";"mai";"mai";"mê, nu... mê";"mê, nu... mê";"mai, nu ... mai";"mai, nu ... mai";"nie";"nie";"jamais";"jamais";"mai";"mai";"ever";"ever";"";"Adverb";"adverb";"meinpledari";3504
4521;"na...mai";"mai";"mai, maina";"maina";"mena, mai";"mena, mai";"na...mai";"mai";"mê, nu... mê";"mê, nu... mê";"mai, nu ... mai, nun?mai";"mai, nu ... mai, nun?mai";"nie";"nie";"jamais";"jamais";"mai";"mai";"never";"never";"";"Adverb";"adverb";"meinpledari";3505
4522;"Maiavilla";"maiavilla";"Maiavilla";"maiavilla";"Maiavilla";"maiavilla";"Maiavilla";"maiavilla";"Maiavilla";"maiavilla";"Maiavilla";"maiavilla";"Maienfeld";"maienfeld";"Maienfeld";"maienfeld";"Maienfeld";"maienfeld";"Maienfeld";"maienfeld";"";"Nomen";"num feminin";"meinpledari";3506
4523;"mail";"mail";"meil";"meil";"mel";"mel";"meil";"meil";"pom";"pom";"mail";"mail";"Apfel";"apfel";"pomme";"pomme";"mela";"mela";"apple";"apple";"";"Nomen (m)";"num masculin";"meinpledari";3507
4524;"maila";"maila";"meila";"meila";"mela";"mela";"meila";"meila";"poms";"poms";"maila";"maila";"Äpfel";"äpfel";"les pommes";"les pommes";"mele";"mele";"apples";"apples";"";"Nomen (fpl)";"num feminin";"meinpledari";3508
4525;"mailer";"mailer";"maler";"maler";"meler";"meler, maler";"meiler";"meiler";"pomer";"pomer";"mailer";"mailer";"Apfelbaum";"apfelbaum";"pommier";"pommier";"melo";"melo";"apple tree";"apple tree";"";"Nomen (m)";"num masculin";"meinpledari";3509
4526;"buglia da maila";"buglia da maila";"buglia meila";"buglia meila";"buglia mela";"buglia mela";"boglia da meila";"boglia da meila";"buoglia da poms";"buoglia da poms";"buglia da maila, mösa da maila";"buglia da maila, mösa da maila";"Apfelmus";"apfelmus";"purée de pommes";"purée de pommes";"purea di mele";"purea di mele";"apple purée, apple sauce";"apple purée, apple sauce";"";"Nomen";"num feminin";"meinpledari";3510
4527;"damain";"damain";"damein";"damein";"mains, ple poc";"mains, ple poc";"damanc, manc";"damanc, manc";"damain";"damain";"damain";"damain";"weniger";"weniger";"moins (de)";"moins de";"di meno";"di meno";"less";"less";"";"Adverb";"adverb";"meinpledari";3511
4528;"da main";"da main";"meins";"meins";"mains (da)";"mains";"damanc, pi pac";"damanc, pi pac";"damain";"damain";"damain";"damain";"minderwertig";"weniger";"moins (que)";"moins que";"meno (di)";"meno, meno di";"less (than)";"less than";"";"Adjektiv";"preposiziun";"meinpledari";3512
4529;"mais";"mais";"meins";"meins";"mains";"mains";"meis";"meis";"mais";"mais";"mais";"mais";"Monat";"monat";"mois";"mois";"mese";"mese";"month";"month";"";"Nomen (m)";"num masculin";"meinpledari";3513
4530;"maisa";"maisa";"meisa";"meisa";"mesa";"mesa";"meisa";"meisa";"maisa";"maisa";"maisa";"maisa";"Tisch";"tisch";"table";"table";"tavolo";"tavolo";"table";"table";"";"Nomen (m)";"num feminin";"meinpledari";3514
4531;"maisina da notg";"maisina da notg";"meisetta da notg";"meisetta da notg";"mesa da notg";"mesa da notg";"meisa da notg, meisigna da notg";"meisa da notg, meisigna da notg";"maisin (m) da not";"maisina da not";"maisina da not";"maisina da not";"Nachttisch";"nachttisch";"table de nuit";"table de nuit";"comodino";"comodino";"bedside table";"bedside table";"";"Nomen (m)";"num feminin";"meinpledari";3515
4532;"maisa da lavur";"maisa da lavur";"meisa da lavur";"meisa da lavur";"mesa da lavur";"mesa da lavur";"meisa da lavour";"meisa da lavour";"maisa da lavur";"maisa da lavur";"maisa da lavur";"maisa da lavur";"Arbeitstisch";"arbeitstisch";"table de travail";"table de travail";"tavolo di lavoro";"tavolo di lavoro";"work table, desk, workbench";"work table, desk, workbench";"";"Nomen (m)";"num feminin";"meinpledari";3516
4533;"metter maisa, metter a maisa";"metter maisa, metter a maisa";"metter a maisa";"metter a maisa";"meter a mesa";"meter a mesa";"metter meisa";"metter meisa";"metter maisa";"metter maisa";"metter maisa";"metter maisa";"Tisch decken, auftischen";"tisch decken, auftischen";"mettre la table";"mettre la table";"apparecchiare";"apparecchiare";"set the table";"set the table";"";"kompl. Ausdruck";"expressiun verbala";"meinpledari";3517
4534;"maister";"maister";"meister";"meister";"mester";"mester, maister";"mester";"mester";"maister";"maister";"maister, patrun";"maister, patrun";"Meister";"meister";"maître, grand spécialiste d'un domaine";"maître, grand spécialiste d'un domaine";"padrone, mastro";"padrone, mastro";"master";"master";"";"Nomen (m)";"num masculin";"meinpledari";3518
4535;"maistra";"maistra";"meistra";"meistra";"mestra";"mestra, maistra";"mestra";"mestra";"maistra";"maistra";"maistra";"maistra";"Meisterin";"meisterin";"grande spécialiste d'un domaine";"grande spécialiste d'un domaine";"padrona, mastra";"padrona, mastra";"master craftswoman";"master craftswoman";"";"Nomen (f)";"num feminin";"meinpledari";3519
4536;"bustab grond /
maiuscla";"bustab grond, maiuscla";"bustab grond /
maiuscla";"bustab grond, maiuscla";"bustab grànd /
majuscla";"bustab grànd, majuscla";"letra gronda (f) /
maiuscla";"letra gronda, maiuscla";"custab grand /
majuscla";"custab grand, majuscla";"custab grand /
majuscla";"custab grand, majuscla";"Grossbuchstabe, Versal";"grossbuchstabe, versal";"majuscule";"majuscule";"maiuscola";"maiuscola";"capital letter, upper-case letter (big letter)";"capital letter, upper-case letter";"";"Nomen";"num masculin / num feminin";"meinpledari";3520
4537;"mal";"mal";"mal";"mal";"mal";"mal";"mal";"mal";"mel";"mel";"mal";"mal";"schlecht, böse, schlimm, übel";"schlecht, böse, schlimm, übel";"mal";"mal";"male";"male";"bad, ill, sorry";"bad, ill, sorry";"";"Adjektiv/AdVerb";"adjectiv/adverb";"meinpledari";3521
4538;"mal";"mal";"mal";"mal";"mal";"mal";"mal";"mal";"mel";"mel";"mal";"mal";"Schmerz / Leiden";"schmerz, leiden";"la douleur, la souffrance, le mal";"la douleur, la souffrance, le mal";"dolore";"dolore";"pain, suffering";"pain, suffering";"";"Nomen (m) / Nomen (n)";"num masculin";"meinpledari";3522
4539;"star mal";"star mal";"star mal";"star mal";"star mal";"star mal";"star mal";"star mal";"";"";"";"";"leid tun, missfallen";"leid tun, missfallen";"regretter, être désolé";"regretter, être désolé";"stare male";"stare male";"sorry (be sorry)";"sorry";"";"Verb";"verb";"meinpledari";3523
4540;"jau stun mal";"jau stun mal";"jeu stun mal";"jeu stun mal";"jou stund mal";"jou stund mal";"";"";"";"";"";"";"es tut mir leid, ich bedaure";"es tut mir leid, ich bedaure";"je regrette, je suis désolé(e)";"je regrette, je suis désolé?";"mi dispiace";"mi dispiace";"I'm sorry";"sorry";"";"Verb";"verb";"meinpledari";3524
4541;"avair mal";"avair mal";"haver mal";"haver mal";"aver mal";"aver mal";"aveir mal";"aveir mal";"avair mel";"avair mel";"avair mal";"avair mal";"Schmerzen haben";"schmerzen haben";"avoir mal";"avoir mal";"avere male";"avere male";"hurt, suffer pain";"hurt, pain";"";"Verb";"verb";"meinpledari";3525
4542;"mal il chau";"mal il chau";"mal il tgau";"mal il tgau";"mal igl tgieu";"mal igl tgieu";"mal agl tgea, mal alla testa";"mal agl tgea, mal alla testa";"mel il cho";"mel il cho";"mal il cheu";"mal il cheu";"Kopfschmerz, Kopfweh";"kopfschmerz, kopfweh";"mal de tête, mal à la tête";"mal de tête, mal à la tête";"mal di testa, emicrania";"mal di testa, emicrania";"headache";"headache";"";"Nomen";"num masculin";"meinpledari";3526
4543;"ir en mal";"ir en mal";"ir en mal";"ir en mal";"ir an malura";"ir an malura";"eir an maloura, eir an mal";"eir an maloura, eir an mal";"ir a mel, ir in mel";"ir a mel, ir in mel";"ir a mal";"ir a mal";"verderben, schlecht werden";"verderben, schlecht werden";"aller à la ruine, sombrer (fig.)";"aller à la ruine, sombrer";"andare a male";"andare a male";"spoil, go off, go bad";"spoil, go off, go bad";"";"Verb";"verb";"meinpledari";3527
4544;"malamain";"malamain";"malamein";"malamein";"malameing";"malameing";"malamaintg";"malamaintg";"melamaing";"melamaing";"malamaing";"malamaing";"schlimm, arg, böse / grob, notdürftig";"schlimm, arg, böse / grob, notdürftig";"mal";"mal";"malamente";"malamente";"badly, severely";"badly, severely";"";"Adverb";"adverb";"meinpledari";3528
4545;"malavita";"malavita";"malaveta";"malaveta";"malaveta";"malaveta";"per malaveta, per malaschort";"malaveta malaschort";"melavita";"melavita";"malavita";"malavita";"leider, unglücklicherweise";"leider, unglücklicherweise";"malheureusement";"malheureusement";"sfortunatamente";"sfortunatamente";"unfortunately, unluckily";"unfortunately, unluckily";"";"Adverb";"adverb";"meinpledari";3529
4546;"malcumadaivel
(f: malcumadaivla)";"malcumadaivel, malcumadaivla";"malcumadeivel (f: malcumadeivla)";"malcumadeivel, malcumadeivla";"malcumadevel (f: malcumadevla)";"malcumadevel, malcumadevla";"malcumadevel (f: malcumadevla)";"malcumadevel, malcumadevla";"melcumadaivel (f: melcumadaivla)";"melcumadaivel, melcumadaivla";"malcumadaivel (f: malcumadaivla)";"malcumadaivel, malcumadaivla";"unbequem";"unbequem";"malcommode";"malcommode";"sgradevole, scomodo";"sgradevole, scomodo";"uncomfortable";"uncomfortable";"";"Adjektiv";"adjectiv";"meinpledari";3530
4547;"malcuntent, nuncuntent";"malcuntent";"malcuntent (f: malcuntenza, malcuntenta)";"malcuntent, malcuntenta, malcuntenza";"malcuntaint";"malcuntaint";"malcuntaint";"malcuntaint";"melcuntaint";"melcuntaint";"malcuntaint";"malcuntaint";"unzufrieden";"unzufrieden";"mécontent
(f: mécontente)";"mécontent, mécontente";"infelice";"infelice";"dissatisfied, unhappy";"dissatisfied, unhappy";"";"Adjektiv";"adjectiv";"meinpledari";3531
4548;"maldisà
(f: maldisada, mpl: maldisads)";"maldisà, maldisada, maldisads";"maldisau (f: maldisada, mpl: maldisai)";"maldisau, maldisaus, maldisada, maldisai";"maldiso (f: maldisada)";"maldiso maldisada";"maldiso (f: maldisada)";"maldiso maldisada";"meldüso (f: meldüseda)";"meldüso, meldüseda";"maldüsà (f: maldüsada, mpl: maldüsats)";"maldüsà, maldüsada, maldüsats";"verwöhnt";"verwöhnt";"gâté
(f: gâtée), mal éduqué
(f: masl éduquée)";"gâté, gâtée, mal éduqué, mal éduquée";"viziato";"viziato";"spoilt, pampered";"spoilt, pampered";"";"Adjektiv";"adjectiv";"meinpledari";3532
4549;"malempernaivel
(f: malempernaivla)";"malempernaivel, malempernaivla";"malemperneivel (f: malemperneivla)";"malemperneivel, malemperneivla";"malampamevel (f: malampamevla)";"malampamevel, malampamevla";"disagreabel (f: disagreabla)";"disagreabel, disagreabla";"dischagreabel (f: dischagreabla)";"dischagreabel, dischagreabla";"dischagreabel (f: dischagreabla)";"dischagreabel, dischagreabla";"unangenehm";"unangenehm";"désagréable";"désagréable";"spiacevole";"spiacevole";"unpleasant";"unpleasant";"";"Adjektiv";"adjectiv";"meinpledari";3533
4550;"maletg";"maletg";"maletg";"maletg";"maletg";"maletg";"maletg";"maletg";"purtret";"purtret";"purtret";"purtret";"Bild, Gemälde";"bild, gemälde";"l'image, le tableau";"l'image, le tableau";"quadro";"quadro";"picture";"picture";"";"Nomen (n)";"num masculin";"meinpledari";3534
4551;"malign";"malign";"malign";"malign";"malign";"malign";"malign";"malign";"malign";"malign";"malign";"malign";"böse, boshaft, heimtückisch, listig";"böse, boshaft, heimtückisch, listig";"malin
(f: maline), méchant
(f: méchante), mauvais (mauvaise)";"malin, maline, méchant, méchante, mauvais, mauvaise";"maligno";"maligno";"sinister, sinister-looking";"sinister-looking";"";"Adjektiv";"adjectiv";"meinpledari";3535
4552;"malinschignaivel (f: malinschignaivla)
maladester (f: maladestra)";"malinschignaivel, malinschignaivla, maladester, maladestra";"malinschigneivel (f: malinschigneivla)";"malinschigneivel, malinschigneivla";"malanschignevel (f: malanschignevla)";"malanschignevel, malanschignevla";"maladester (f: maladestra), malanschignevel (f: malanschignevla)";"maladester, maladestra, malanschignevel, malanschignevla";"meladester (f: meladestra)";"maladester, maladestra";"maladester (f: maladestra)";"maladester, maladestra";"unbeholfen, ungeschickt";"unbeholfen, ungeschickt";"maladroit
(f: maladroite), gauche";"maladroit, maladroite, gauche";"maldestro";"maldestro";"clumsy, maladroit";"clumsy, maladroit";"";"Adjektiv";"adjectiv";"meinpledari";3536
4553;"malpazient, impazient";"malpazient, impazient";"malpazient";"malpazient";"malpaztgaint";"malpaztgaint";"malpaztgaint";"malpaztgaint";"melpazchaint";"melpazchaint";"malpazchaint";"malpazchaint";"ungeduldig";"ungeduldig";"impatient
(f: impatiente)";"impatient, impatiente";"impaziente";"impaziente";"impatient";"impatient";"";"Adjektiv";"adjectiv";"meinpledari";3537
4554;"malpratic";"malpratic";"malpratic";"malpratic";"malpratic, betga pratic";"malpratic, betga pratic";"malpractic";"malpractic";"melpratic";"melpratic";"malpratic";"malpratic";"unpraktisch";"unpraktisch";"malpratique";"malpratique";"inesperto";"inesperto";"unpractical, impracticable";"impracticable";"";"Adjektiv";"adjectiv";"meinpledari";3538
4555;"cassa da malsauns";"cassa da malsauns";"cassa da malsauns";"cassa da malsauns";"cassa da malzàns";"cassa da malzàns";"cassa da malsangs";"cassa da malsangs";"chascha d'amalos";"chascha d'amalos";"chascha d'amalats";"chascha d'amalats";"Krankenkasse";"krankenkasse";"caisse-maladie";"caisse-maladie";"cassa malati";"cassa malati";"sick fund, health insurance";"sick fund, health insurance";"";"Nomen (f)";"num feminin";"meinpledari";3540
4556;"malsaun";"malsaun";"malsaun";"malsaun";"malzàn";"malzàn";"malsang";"malsang";"amalo (f: amaleda),";"amalo, amaleda, melsaun";"malsan, amalà (f: amalada, mpl: amalats)";"malsan, amalà, amalada, amalats";"krank";"krank";"malade";"malade";"ammalato";"ammalato";"ill, poorly, unwell, diseased";"ill, poorly, unwell, diseased";"";"Adjektiv";"adjectiv";"meinpledari";3539
4557;"malsegir";"malsegir";"malsegir";"malsegir";"malsiir";"malsiir";"malsieir";"malsieir";"melsgür";"melsgür";"malsgür";"malsgür";"unsicher";"unsicher";"incertain
(f: incertaine), dangereux
(f: dangereuse)";"incertain, incertaine, dangereux, dangereuse";"insicuro";"insicuro";"uncertain";"uncertain";"";"Adjektiv";"adjectiv";"meinpledari";3541
4558;"malsogna";"malsogna";"malsogna";"malsogna";"malzogna";"malzogna";"malsogna";"malsogna";"malatia";"malatia";"malatia";"malatia";"Krankheit";"krankheit";"maladie";"maladie";"malattia";"malattia";"illness, disease";"illness, disease";"";"Nomen (f)";"num feminin";"meinpledari";3542
4559;"malt";"malt";"malt";"malt";"malt";"malt";"malt";"malt";"malt";"malt";"malt";"malt";"Malz";"malz";"malt";"malt";"malto";"malto";"malt";"malt";"";"Nomen";"num masculin";"meinpledari";3543
4560;"malura";"malura";"malura";"malura";"malura";"malura";"malaschort (m)";"malaschort";"svantüra";"malura";"malura";"malura";"Unglück";"unglück";"";"";"malora";"malora";"misfortune, bad luck, ill-luck, accident, mishap";"misfortune, bad luck, ill-luck, accident, mishap";"";"Nomen (n)";"num feminin";"meinpledari";3544
4561;"malvesì (m)
malvesida (f)";"malvesì, malvesida";"malvesius (m)
malvesida (f)";"malvesius, malvesida";"malvieu (m)
malvida (f)";"malvieu, malvida";"malvia (m)
malveisa (f)";"malvia, malveisa";"melvis (m)
melvisa (f)";"melvis";"melvis";"melvis";"ungern gesehen";"ungern gesehen";"mal vu";"mal vu";"malvisto";"malvisto";"unwelcome";"unwelcome";"";"Adjektiv";"adjectiv";"meinpledari";3545
4562;"lingua materna, linguatg matern
";"lingua materna, linguatg-mumma";"lunguatg-mumma (m), lungatg matern";"linguatg-mumma, lungatg matern";"lungatg mama, lungatg matern";"lungatg mama, lungatg matern";"lungatg matern (m), lungatg-mamma";"lungatg matern, lungatg-mamma";"lingua materna";"lingua materna";"lingua materna";"lingua materna";"Muttersprache";"muttersprache";"langue maternelle";"langue maternelle";"madrelingua";"madrelingua";"native tongue, mother tongue";"native tongue, mother tongue";"";"Nomen (f)";"num feminin / num masculin";"meinpledari";3546
